,ip_address,home_lat,home_lon,work_lat,work_lon,leisure_lan,leisure_lon
0,0.98.248.97,46.510699517190126,6.6288432152377466,46.510699517190126,6.6288432152377466,46.510699517190126,6.628843215237747
1,10.229.150.53,46.56252868802353,6.596979919954148,46.54637740125457,6.575353054770723,46.56252868802353,6.596979919954148
2,100.255.65.73,46.54981103317521,6.609473065118641,46.52779159387114,6.597571228217989,46.55560681155299,6.605922310098472
3,101.193.212.180,46.53759604378724,6.627837538569977,46.53599174731868,6.6225261802416115,,
4,103.107.27.105,46.5392497833777,6.629559169785398,46.54637740125456,6.575353054770721,46.5392497833777,6.629559169785398
5,103.75.228.13,46.54392298561216,6.641054855183668,46.551104564169094,6.645733439372282,46.54798944925552,6.645860365522413
6,104.149.206.168,46.53081588536656,6.619481435404826,46.53294222140507,6.5911740860105015,46.53406847694781,6.61809334976229
7,105.148.239.144,46.51907799910527,6.623836875862341,46.53294222140507,6.5911740860105015,46.514119440994186,6.626759136043745
8,106.44.169.163,46.551194276018926,6.585203668245286,46.5197922458106,6.587302357717579,46.55133311273183,6.585498468798149
9,107.201.148.122,46.553004133367544,6.581208366963053,46.551667691678645,6.584134628330301,46.551667691678645,6.584134628330301
10,11.105.81.179,46.53326694076584,6.574073819130182,46.52874067016605,6.575120665879649,46.52874067016605,6.575120665879649
11,11.173.13.2,46.527362563560146,6.628704659602126,46.535919065170134,6.575487739371415,46.52441048621232,6.625245575755371
12,113.167.82.177,46.52753146845545,6.622082256597748,46.52941519324924,6.583668226303588,46.5277669568503,6.627510805770411
13,113.244.164.228,46.52836317854685,6.57330955528229,46.5334863982388,6.574006110717792,46.5334863982388,6.574006110717792
14,114.193.164.29,46.566741785864515,6.5940861190615125,46.540794533500915,6.647315431111454,46.56873368194403,6.5929109209266015
15,115.106.150.37,46.53438763897032,6.620945617202634,46.55252166054098,6.622535132777764,46.53086483286677,6.623208941351423
16,115.186.150.175,46.53572746242241,6.627196490335366,46.5197922458106,6.58730235771758,46.53599174731868,6.6225261802416115
17,115.207.37.109,46.54458389912961,6.582622185371126,46.54116330407821,6.571775074847031,46.54740090450424,6.580643959088152
18,117.103.63.202,46.52332959763645,6.626207262921378,46.52603167401881,6.620173307139981,46.52603167401882,6.620173307139982
19,118.135.166.110,46.50716497881809,6.611651383555448,46.52090343699363,6.613858586304442,46.50916186147281,6.6167512433349405
20,121.125.118.222,46.54462733685958,6.582504823773059,46.53459873318287,6.605685295084862,46.54472289986548,6.582246628257311
21,121.229.130.24,46.513245569065845,6.61495877973916,46.50769284447176,6.610971957760315,46.513245569065845,6.61495877973916
22,123.194.67.60,46.539318537853006,6.607186289538898,46.555421291324826,6.649592109494786,46.53572082453432,6.602127381063315
23,123.239.52.251,46.539318537853,6.607186289538899,46.52322235706756,6.569618055391518,46.53896037388036,6.602514510523965
24,123.50.250.187,46.53356084429047,6.581943720121331,46.533437320497015,6.582198705923809,46.5302145551298,6.58948975865895
25,124.223.29.175,46.51598145557709,6.609023123431117,46.532384476559194,6.585524740802543,46.519103678744585,6.602880620768144
26,126.107.209.19,46.53208336901415,6.575085448847319,46.52606201484914,6.594415995733191,46.53344250674421,6.57401965240027
27,126.150.186.135,46.52651887523043,6.6258865805922005,46.54079453350091,6.647315431111453,46.52155255543743,6.620344116552215
28,127.4.23.40,46.50747697546169,6.627928229903693,46.545625616303724,6.577847748714085,46.510324835038304,6.620990696572314
29,127.94.142.97,46.53580120957717,6.558074693848586,46.55107163808288,6.61819872456368,46.53779964355211,6.55078640152693
30,129.133.79.138,46.5184916189827,6.561542953061924,46.52779159387114,6.59757122821799,46.5205018637751,6.562632321686435
31,13.103.179.102,46.54475765004945,6.582152738978854,46.52217965271469,6.57862601616753,46.54611960120137,6.587890897100484
32,13.144.1.235,46.55233420791458,6.580213015411177,46.5399674660953,6.560652862279495,46.55146118284476,6.583340094605327
33,13.191.142.105,46.513035056725954,6.632843650497162,46.54242230623346,6.577281728790473,46.51384263175744,6.631423772304649
34,130.144.146.191,46.52158525124979,6.620638179616659,46.52603167401881,6.620173307139981,46.52603167401882,6.620173307139982
35,131.210.249.71,46.51927391810171,6.620749249449928,46.523222357067546,6.569618055391517,46.51637128568547,6.622289267252755
36,132.111.36.105,46.53907939843077,6.625534039439054,46.52578117179067,6.600312404721805,46.539103122169095,6.628330132635741
37,132.169.106.77,46.5621590636802,6.603985633031928,46.523222357067546,6.569618055391518,46.56235289019092,6.609461684641
38,133.16.42.220,46.55520876531812,6.63235857556247,46.5684471723514,6.612007421146353,46.55185387592534,6.635800366882492
39,133.160.188.193,46.53024869197168,6.593057959483075,46.5567023165945,6.5834667546552295,,
40,135.104.79.52,46.55626358771141,6.591222669318815,46.56489716353281,6.624231814027892,46.56014415936724,6.598203678264672
41,138.1.63.218,46.540794533500915,6.647315431111453,46.56365146965141,6.592228104762818,,
42,138.154.139.194,46.52426526058886,6.561703143843548,46.52941519324924,6.583668226303588,46.5222152308102,6.562400720767078
43,138.53.90.242,46.53442503956229,6.569146496746472,46.54673993140806,6.57737743004016,46.52935262843734,6.562040983427631
44,139.251.47.207,46.536657439937265,6.575960575712088,46.546377401254574,6.575353054770722,46.53843215765312,6.573943976712703
45,140.119.63.230,46.53296780657772,6.615618181757108,46.53381074413655,6.611183296525103,46.53381074413656,6.611183296525103
46,140.81.135.193,46.53265953669294,6.615344714498467,46.53459873318289,6.605685295084863,46.53381074413655,6.611183296525102
47,140.84.18.65,46.56404670949558,6.64024986552269,46.54078235268317,6.5918965877586055,46.56920952755545,6.64953112929113
48,143.209.166.96,46.5613247900066,6.59239490482244,46.55542129132483,6.649592109494785,46.56110935784577,6.594068489845967
49,146.1.11.56,46.55781576376344,6.622564169884261,46.54491018953797,6.598044109751461,46.559770121801,6.626727890739528
50,146.148.99.165,46.56920952755545,6.649531129291131,46.52941519324924,6.583668226303588,46.56920952755545,6.64953112929113
51,146.71.112.211,46.53086483286677,6.6232089413514235,46.535919065170155,6.575487739371414,46.53086483286677,6.6232089413514235
52,147.98.35.57,46.55759393549761,6.570066617752999,46.537173835569206,6.59957383904399,46.55759393549761,6.570066617752998
53,148.172.128.122,46.51305868671748,6.6347891550941585,46.51384263175746,6.631423772304648,46.51384263175746,6.631423772304648
54,148.180.246.199,46.56286295836819,6.601243007376003,46.55824758482932,6.606724163400366,46.56235289019092,6.609461684641
