cell_id,num_packets,in_pkts,in_pkts/total,out_pkts/total,num_bytes,bytes_in,bytes_in/total,bytes_out/total,avg_in_pkt_size,markers,burst_size_1,burst_size_2,burst_size_3,burst_time_1,burst_time_2,burst_time_3,burst_seq_1,burst_seq_2,burst_seq_3,percentage_fluctuation_start_middle,percentage_fluctuation_middle_end,avg_interval_pkts
1,133,131,0.9849624060150376,0.015037593984962405,323.7370000000001,319.94900000000007,0.9882991440582942,0.011700855941705765,2.442358778625955,3,5.698,5.453,4.29,1.620414230403282,1.620414221513283,1.620414221057839,65,13,2,2.17,14.08,0.1574429230769230769230769231
1,137,135,0.9854014598540146,0.014598540145985401,321.0149999999999,317.22699999999986,0.9881999283522577,0.011800071647742322,2.3498296296296286,3,7.106000000000001,7.106000000000001,5.698,1.620413877548298,1.620413885089751,1.620413869429539,83,134,13,2.17,-17.91,0.1269377164179104477611940299
1,116,114,0.9827586206896551,0.017241379310344827,301.0519999999999,299.1859999999999,0.9938017352483957,0.006198264751604376,2.6244385964912276,3,15.554,7.106000000000001,5.698,1.619870239480583,1.619870250908568,1.619870244384666,39,98,69,0.26,49.29,0.1614524955752212389380530973
1,114,112,0.9824561403508771,0.017543859649122806,287.71299999999997,283.89599999999996,0.9867333071498333,0.013266692850166661,2.534785714285714,3,7.106000000000001,7.106000000000001,5.698,1.620413985829583,1.620413997890385,1.620413985622592,13,93,3,10.28,-22.19,0.1485329819819819819819819820
1,124,121,0.9758064516129032,0.024193548387096774,313.0160000000002,308.0470000000002,0.9841254121195083,0.015874587880491724,2.545842975206613,5,9.922,7.106000000000001,7.106000000000001,1.619870273375226,1.619870259703701,1.619870264925451,118,30,70,-7.63,-10.25,0.1509917666666666666666666667
1,146,140,0.958904109589041,0.0410958904109589,336.409,329.551,0.9796141006929066,0.02038589930709345,2.353935714285714,8,7.106000000000001,7.106000000000001,5.698,1.620414064522852,1.620414077548208,1.62041406433976,28,114,18,16.46,0.0,0.1601352014388489208633093525
1,120,118,0.9833333333333333,0.016666666666666666,313.85699999999986,310.06899999999985,0.9879308092538959,0.012069190746104123,2.6277033898305073,3,8.514000000000001,7.106000000000001,7.106000000000001,1.62041391181635,1.620413910219704,1.620413911764958,39,27,37,-11.91,-2.17,0.1412155555555555555555555556
1,128,126,0.984375,0.015625,304.9849999999999,303.1189999999999,0.993881666311458,0.006118333688542062,2.4057063492063486,3,8.514000000000001,8.514000000000001,7.106000000000001,1.620414247955832,1.620414262370957,1.620414248162847,38,122,46,5.14,1.92,0.155936760000000
1,115,114,0.991304347826087,0.008695652173913044,308.5460000000001,305.8810000000001,0.9913627141495919,0.00863728585040804,2.6831666666666676,1,7.106000000000001,7.106000000000001,5.698,1.619870222597691,1.619870227728494,1.619870227748257,68,84,86,2.17,14.08,0.1647907787610619469026548673
1,131,129,0.9847328244274809,0.015267175572519083,314.4870000000001,312.6210000000001,0.9940665273922293,0.005933472607770749,2.4234186046511637,3,7.106000000000001,7.106000000000001,6.539,1.620414266903567,1.620414284586051,1.620414266728806,11,124,7,7.31,-0.54,0.151378828125000
1,137,134,0.9781021897810219,0.021897810218978103,308.515,305.526,0.9903116542145439,0.009688345785456137,2.280044776119403,5,8.514000000000001,4.827,4.29,1.620414088749223,1.62041409273211,1.620414085179574,38,62,5,29.5,4.5,0.1422858421052631578947368421
1,131,129,0.9847328244274809,0.015267175572519083,340.62899999999996,336.84099999999995,0.9888793966456173,0.011120603354382629,2.6111705426356586,3,8.514000000000001,7.106000000000001,7.106000000000001,1.620414152888913,1.620414167060253,1.620414170842969,3,99,120,-17.88,5.97,0.151907132812500
1,126,124,0.9841269841269841,0.015873015873015872,340.479,338.613,0.9945194857832642,0.005480514216735835,2.73075,3,8.514000000000001,8.514000000000001,7.106000000000001,1.620413970178886,1.620413981817846,1.620413978649085,45,121,90,-0.83,7.06,0.1343386747967479674796747967
1,120,116,0.9666666666666667,0.03333333333333333,316.99800000000005,310.90600000000006,0.9807822131369914,0.0192177868630086,2.680224137931035,7,8.514000000000001,7.106000000000001,7.106000000000001,1.620414297637207,1.620414297562435,1.620414302485861,72,68,92,10.28,-25.22,0.1635385739130434782608695652
1,112,110,0.9821428571428571,0.017857142857142856,286.83199999999977,283.04399999999976,0.9867936631896023,0.013206336810397736,2.5731272727272705,3,11.33,9.922,8.514000000000001,1.620414008984519,1.620414008937803,1.620414005656782,38,36,12,-15.42,-2.17,0.1584826697247706422018348624
1,124,122,0.9838709677419355,0.016129032258064516,348.83799999999997,346.972,0.9946508121248259,0.00534918787517415,2.8440327868852457,3,11.33,9.757,8.514000000000001,1.620413931505618,1.620413940227297,1.620413931313498,39,91,33,1.63,1.34,0.1379534049586776859504132231
1,116,115,0.9913793103448276,0.008620689655172414,305.2380000000001,302.5730000000001,0.9912691080402832,0.008730891959716677,2.631069565217392,1,9.922,8.514000000000001,7.106000000000001,1.620413949189773,1.620413950910042,1.620413947398633,24,41,7,2.17,-14.62,0.1438074736842105263157894737
1,135,134,0.9925925925925926,0.007407407407407408,337.9479999999999,335.2829999999999,0.9921141714109862,0.007885828589013696,2.502111940298507,1,10.032,9.922,8.514000000000001,1.620414123453138,1.620414114044282,1.620414125318486,114,66,129,37.46,-56.64,0.1497907368421052631578947368
1,126,124,0.9841269841269841,0.015873015873015872,311.42700000000025,307.61000000000024,0.9877435161370081,0.01225648386299196,2.480725806451615,3,8.514000000000001,7.375,7.106000000000001,1.620414201358404,1.620414206877049,1.620414197512568,43,67,16,-3.8,20.05,0.1703392845528455284552845528
1,112,110,0.9821428571428571,0.017857142857142856,289.7680000000001,285.9800000000001,0.9869274730128931,0.013072526987106923,2.5998181818181827,3,9.922,7.106000000000001,7.106000000000001,1.619870297583375,1.619870305923447,1.619870313943651,7,66,107,16.25,-31.19,0.1631741743119266055045871560
1,102,100,0.9803921568627451,0.0196078431372549,286.73,282.942,0.9867889652286123,0.013211034771387718,2.8294200000000003,3,9.922,9.922,9.922,1.620413891014689,1.620413897167948,1.620413901174796,21,69,82,-5.14,-6.77,0.1675137676767676767676767677
1,107,104,0.9719626168224299,0.028037383177570093,279.981,275.07,0.9824595240391312,0.017540475960868777,2.644903846153846,4,9.922,7.106000000000001,5.698,1.620414050228836,1.620414055771632,1.620414044376975,56,95,5,-14.08,-1.34,0.1257893883495145631067961165
1,138,137,0.9927536231884058,0.007246376811594203,321.3839999999999,318.7189999999999,0.9917077390287008,0.008292260971299134,2.3264160583941598,1,8.161,7.106000000000001,5.698,1.620413851257758,1.620413858180567,1.620413851257755,30,87,29,2.17,-17.59,0.1299211691176470588235294118
1,124,122,0.9838709677419355,0.016129032258064516,312.51399999999995,308.72599999999994,0.9878789430233526,0.012121056976647449,2.530540983606557,3,11.33,8.514000000000001,7.106000000000001,1.62041418929895,1.620414178876841,1.620414175321103,89,35,12,-14.08,-4.34,0.1589001322314049586776859504
1,121,120,0.9917355371900827,0.008264462809917356,324.4780000000002,321.81300000000016,0.9917868083506431,0.00821319164935681,2.6817750000000014,1,8.514000000000001,7.106000000000001,7.106000000000001,1.619870277349232,1.619870293653217,1.619870293794193,6,111,119,-11.91,-6.8,0.1395480672268907563025210084
1,130,128,0.9846153846153847,0.015384615384615385,303.2540000000001,299.46600000000007,0.9875088209883464,0.012491179011653595,2.3395781250000005,3,7.106000000000001,5.698,4.29,1.620414040356465,1.620414028869626,1.620414025455094,126,50,6,-11.91,-5.97,0.1190727086614173228346456693
1,126,121,0.9603174603174603,0.03968253968253968,306.3490000000003,299.1340000000003,0.976448429732103,0.023551570267897053,2.4721818181818205,9,4.29,4.29,4.29,1.61987017227038,1.619870174012589,1.619870174030789,6,28,31,2.17,-22.22,0.1509309083333333333333333333
1,140,138,0.9857142857142858,0.014285714285714285,343.5569999999999,341.6909999999999,0.9945685868720475,0.005431413127952569,2.476021739130434,3,8.514000000000001,7.106000000000001,7.106000000000001,1.62041413678176,1.620414129837922,1.62041413333944,67,17,44,7.31,14.08,0.1485179708029197080291970803
1,122,119,0.9754098360655737,0.02459016393442623,305.16800000000006,299.87700000000007,0.9826620091228438,0.017337990877156186,2.519974789915967,5,7.106000000000001,7.106000000000001,6.289000000000001,1.619870196658959,1.619870200548204,1.619870196680654,34,59,36,2.17,14.08,0.1555079830508474576271186441
2,142,137,0.9647887323943662,0.035211267605633804,348.65899999999993,343.36599999999993,0.9848189778551536,0.015181022144846401,2.506321167883211,9,7.669,7.106000000000001,7.106000000000001,1.620414825461471,1.620414820159465,1.620414820358783,80,24,28,35.47,-26.53,0.1589192867647058823529411765
2,130,129,0.9923076923076923,0.007692307692307693,317.84399999999994,317.10099999999994,0.997662375253269,0.0023376247467311014,2.458147286821705,1,11.33,8.514000000000001,7.106000000000001,1.620414346294653,1.620414342712738,1.62041434438567,67,40,48,21.39,-2.17,0.180615054687500
2,131,129,0.9847328244274809,0.015267175572519083,274.01700000000017,270.20000000000016,0.9860702073229033,0.013929792677096669,2.094573643410854,3,13.629999999999999,8.514000000000001,4.29,1.619870400182052,1.619870400185081,1.619870392162985,65,66,8,109.65,-125.9,0.205621132812500
2,135,132,0.9777777777777777,0.022222222222222223,318.693,315.704,0.9906210679243034,0.009378932075696674,2.39169696969697,5,5.698,4.29,4.29,1.620414538128468,1.620414534261056,1.62041453429046,46,10,12,5.43,13.79,0.1826895725190839694656488550
2,135,131,0.9703703703703703,0.02962962962962963,327.95900000000006,321.92500000000007,0.9816013587064237,0.01839864129357633,2.4574427480916037,7,11.545,4.29,4.29,1.619870454453205,1.619870418459133,1.619870423578706,118,3,9,-18.42,23.56,0.326012900000000
2,120,118,0.9833333333333333,0.016666666666666666,285.30899999999997,281.49199999999996,0.9866215226298504,0.01337847737014956,2.3855254237288133,3,4.29,4.29,4.29,1.620414640043852,1.620414641866243,1.620414641929821,11,17,20,10.28,0.0,0.2029743076923076923076923077
2,137,135,0.9854014598540146,0.014598540145985401,342.64699999999993,338.8589999999999,0.9889448908059898,0.011055109194010164,2.510066666666666,3,8.514000000000001,7.643,7.106000000000001,1.620414432642665,1.620414436257273,1.620414430792266,41,75,27,10.28,-24.39,0.1770200895522388059701492537
2,137,136,0.9927007299270073,0.0072992700729927005,305.539,302.87399999999997,0.991277709228609,0.008722290771390888,2.2270147058823526,1,7.106000000000001,4.29,4.29,1.620414857662578,1.620414843036252,1.620414843052293,120,17,19,-19.22,5.14,0.1631451259259259259259259259
2,139,134,0.9640287769784173,0.03597122302158273,310.94199999999995,303.78499999999997,0.9769828456753993,0.023017154324600733,2.2670522388059697,9,7.106000000000001,6.101,5.698,1.619870367411434,1.619870384915273,1.619870367519172,28,138,34,-2.46,52.24,0.1981064812030075187969924812
2,136,135,0.9926470588235294,0.007352941176470588,331.40300000000013,328.7380000000001,0.9919584312755164,0.00804156872448348,2.435096296296297,1,7.106000000000001,7.106000000000001,4.29,1.620414875586238,1.620414879837618,1.620414869147562,79,97,12,10.28,-27.9,0.1652158731343283582089552239
2,133,131,0.9849624060150376,0.015037593984962405,296.12300000000005,294.22800000000007,0.9936006321697404,0.0063993678302597225,2.246015267175573,3,7.106000000000001,7.106000000000001,5.698,1.620414668042244,1.620414668205054,1.620414678572186,19,24,94,1.34,2.75,0.1805068923076923076923076923
2,141,140,0.9929078014184397,0.0070921985815602835,321.975,321.232,0.9976923674198307,0.0023076325801692677,2.294514285714286,1,4.29,4.29,4.29,1.620414747589438,1.62041474770722,1.620414749150039,28,32,41,21.39,14.08,0.1549717194244604316546762590
2,130,126,0.9692307692307692,0.03076923076923077,313.83,307.709,0.9804958098333493,0.019504190166650736,2.4421349206349205,7,7.106000000000001,5.698,4.29,1.620414514968846,1.620414515132927,1.6204145077509,65,72,9,-15.42,25.7,0.189420984000000
2,137,136,0.9927007299270073,0.0072992700729927005,329.18200000000013,326.5170000000001,0.9919041745903482,0.008095825409651801,2.400860294117648,1,8.514000000000001,8.514000000000001,5.698,1.620414892849745,1.620414904414811,1.620414905893199,13,96,103,16.25,-14.08,0.1640357703703703703703703704
2,139,136,0.9784172661870504,0.02158273381294964,338.15000000000003,333.23900000000003,0.9854768593819311,0.014523140618068904,2.450286764705883,5,8.514000000000001,7.106000000000001,5.698,1.620414564411911,1.620414568149582,1.620414562697934,41,70,27,16.25,-21.39,0.1741339481481481481481481481
2,140,137,0.9785714285714285,0.02142857142857143,333.66599999999994,328.75499999999994,0.9852816888745033,0.014718311125496758,2.399671532846715,5,7.106000000000001,7.106000000000001,4.29,1.620414455111943,1.620414473502566,1.6204144550713,11,135,9,-10.28,20.56,0.1678415441176470588235294118
2,132,129,0.9772727272727273,0.022727272727272728,312.1590000000001,307.2480000000001,0.9842676328409561,0.015732367159043945,2.381767441860466,5,7.106000000000001,4.29,4.29,1.62041448641542,1.620414480758437,1.620414480763986,58,14,15,-5.14,-10.28,0.187581656250000
2,113,111,0.9823008849557522,0.017699115044247787,269.623,267.757,0.9930792254369991,0.006920774563000932,2.4122252252252254,3,5.698,4.29,4.29,1.6204147007193,1.620414693133882,1.620414695106495,71,12,21,21.39,-19.76,0.1762012181818181818181818182
2,146,143,0.9794520547945206,0.02054794520547945,327.8459999999998,324.8569999999998,0.9908829145391435,0.009117085460856628,2.2717272727272713,5,5.698,5.698,4.29,1.620414801140513,1.620414807321173,1.620414796148699,83,122,30,2.97,4.34,0.1528747253521126760563380282
2,129,127,0.9844961240310077,0.015503875968992248,291.596,289.73,0.9936007352638583,0.0063992647361417855,2.2813385826771655,3,4.834,4.29,4.29,1.619870520924795,1.619870501192187,1.619870502786218,128,13,17,1.34,39.57,0.1902200952380952380952380952
2,127,123,0.968503937007874,0.031496062992125984,297.91099999999994,293.7699999999999,0.9860998754661626,0.01390012453383729,2.388373983739837,5,7.106000000000001,7.106000000000001,5.698,1.620414407742068,1.620414418278622,1.620414416481605,48,114,107,7.31,-5.97,0.4982810573770491803278688525
2,128,124,0.96875,0.03125,291.1390000000001,286.9980000000001,0.9857765534675876,0.014223446532412348,2.3145000000000007,6,7.106000000000001,5.261,4.29,1.620414625055468,1.620414625064451,1.620414614887283,93,94,21,4.31,-0.51,0.1969203333333333333333333333
